oasis ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12,Text files
norfolka1-4813,early medieval,medieval,neolithic,post medieval,,,,,,,,,
norfolka1-51320,early medieval,,,,,,,,,,,,
norfolka1-51580,early medieval,medieval,roman,,,,,,,,,,
norfolka1-52340,early medieval,medieval,middle bronze age,post medieval,roman,,,,,,,,
norfolka1-6138,early medieval,,,,,,,,,,,,
norfolka1-6537,early medieval,iron age,later prehistoric,medieval,post medieval,,,,,,,,
norfolka1-78740,early medieval,mesolithic,,,,,,,,,,,
norfolka1-91152,early medieval,,,,,,,,,,,,
norfolka1-91219,early medieval,medieval,,,,,,,,,,,
norfolka1-95652,early medieval,medieval,post medieval,,,,,,,,,,
northamp3-100992,early medieval,medieval,,,,,,,,,,,
northamp3-123765,early medieval,,,,,,,,,,,,
northamp3-123903,early medieval,medieval,,,,,,,,,,,
northamp3-123974,early medieval,medieval,,,,,,,,,,,
northamp3-124008,early medieval,,,,,,,,,,,,
northamp3-137470,early medieval,,,,,,,,,,,,
northamp3-140931,early medieval,medieval,,,,,,,,,,,
northamp3-14315,early medieval,late iron age,later prehistoric,medieval,middle iron age,,,,,,,,
northamp3-14317,early medieval,late iron age,medieval,,,,,,,,,,
northamp3-145793,early medieval,medieval,,,,,,,,,,,
northamp3-15030,early medieval,,,,,,,,,,,,
northamp3-155155,early medieval,,,,,,,,,,,,
northamp3-160791,early medieval,post medieval,,,,,,,,,,,
northamp3-166611,early medieval,medieval,roman,,,,,,,,,,
northamp3-23596,early medieval,medieval,post medieval,,,,,,,,,,
northamp3-32379,early medieval,roman,,,,,,,,,,,
northamp3-32436,early medieval,,,,,,,,,,,,
northamp3-32819,early medieval,,,,,,,,,,,,
northamp3-35476,early medieval,,,,,,,,,,,,
northamp3-51228,early medieval,,,,,,,,,,,,
northamp3-70321,early medieval,later prehistoric,medieval,roman,,,,,,,,,
northpen3-48087,early medieval,medieval,,,,,,,,,,,
northpen3-48498,early medieval,,,,,,,,,,,,
norvicar1-298288,early medieval,medieval,post medieval,,,,,,,,,,
oakforda1-269883,early medieval,roman,,,,,,,,,,,
orkneyre1-135461,early medieval,,,,,,,,,,,,
oxfordar1-162506,early medieval,,,,,,,,,,,,
oxfordar1-169446,early medieval,,,,,,,,,,,,
oxfordar1-190877,early medieval,,,,,,,,,,,,
oxfordar1-51858,early medieval,post medieval,,,,,,,,,,,
oxfordar1-82701,early medieval,,,,,,,,,,,,
oxfordar2-132323,early medieval,medieval,post medieval,roman,,,,,,,,,
oxfordar2-208275,early medieval,roman,,,,,,,,,,,
oxfordar2-218388,early medieval,medieval,roman,,,,,,,,,,
oxfordar2-241535,early medieval,medieval,roman,,,,,,,,,,
oxfordar2-93116,early medieval,post medieval,,,,,,,,,,,
oxfordar3-127802,early medieval,iron age,roman,,,,,,,,,,
oxfordar3-219959,early medieval,medieval,post medieval,,,,,,,,,,
oxfordar3-52223,early medieval,medieval,roman,,,,,,,,,,
oxfordar3-62103,early medieval,post medieval,,,,,,,,,,,
preconst1-11369,early medieval,post medieval,,,,,,,,,,,
preconst1-119642,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-122952,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-128217,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-136031,early medieval,,,,,,,,,,,,
preconst1-144204,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-144571,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-147542,early medieval,post medieval,,,,,,,,,,,
preconst1-152500,early medieval,medieval,,,,,,,,,,,
preconst1-153142,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-158524,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-162393,early medieval,medieval,,,,,,,,,,,
preconst1-174835,early medieval,medieval,,,,,,,,,,,
preconst1-176877,early medieval,medieval,,,,,,,,,,,
preconst1-17695,early medieval,late bronze age,,,,,,,,,,,
preconst1-178583,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-179943,early medieval,,,,,,,,,,,,
preconst1-183180,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-199296,early medieval,later prehistoric,medieval,post medieval,roman,,,,,,,,
preconst1-19935,early medieval,medieval,roman,,,,,,,,,,
preconst1-204652,early medieval,medieval,,,,,,,,,,,
preconst1-206198,early medieval,,,,,,,,,,,,
preconst1-208165,early medieval,post medieval,roman,,,,,,,,,,
preconst1-209642,early medieval,,,,,,,,,,,,
preconst1-223342,early medieval,iron age,later prehistoric,medieval,,,,,,,,,
preconst1-231800,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-24553,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-254694,early medieval,medieval,,,,,,,,,,,
preconst1-272017,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-279616,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-283651,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-3625,early medieval,later prehistoric,medieval,post medieval,,,,,,,,,
preconst1-3726,early medieval,post medieval,,,,,,,,,,,
preconst1-38550,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst1-4022,early medieval,post medieval,,,,,,,,,,,
preconst1-44956,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-4863,early medieval,iron age,medieval,roman,,,,,,,,,
preconst1-53678,early medieval,medieval,post medieval,,,,,,,,,,
preconst1-60983,early medieval,iron age,medieval,post medieval,roman,,,,,,,,
preconst1-6446,early medieval,iron age,medieval,neolithic,post medieval,,,,,,,,
preconst1-64526,early medieval,post medieval,roman,,,,,,,,,,
preconst1-65630,early medieval,iron age,medieval,post medieval,roman,,,,,,,,
preconst1-67192,early medieval,,,,,,,,,,,,
preconst1-7358,early medieval,iron age,medieval,post medieval,roman,,,,,,,,
preconst1-7422,early medieval,post medieval,roman,,,,,,,,,,
preconst1-75733,early medieval,medieval,roman,,,,,,,,,,
preconst1-8282,early medieval,late bronze age,,,,,,,,,,,
preconst1-85293,early medieval,,,,,,,,,,,,
preconst1-95561,early medieval,medieval,post medieval,,,,,,,,,,
preconst3-109104,early medieval,,,,,,,,,,,,
preconst3-118567,early medieval,post medieval,,,,,,,,,,,
preconst3-140736,early medieval,medieval,neolithic,roman,,upper palaeolithic,,,,,,,
preconst3-154197,early medieval,medieval,,,,,,,,,,,
preconst3-194530,early medieval,,,,,,,,,,,,
preconst3-197002,early medieval,medieval,post medieval,roman,,,,,,,,,
preconst3-27543,early medieval,medieval,,,,,,,,,,,
preconst3-284457,early medieval,medieval,post medieval,,,,,,,,,,
preconst3-44245,early medieval,medieval,post medieval,,,,,,,,,,
preconst3-78731,early medieval,medieval,,,,,,,,,,,
rathmell1-152323,early medieval,,,,,,,,,,,,
rathmell1-44427,early medieval,,,,,,,,,,,,
richardp1-163174,early medieval,medieval,post medieval,,,,,,,,,,
richardp1-324089,early medieval,medieval,post medieval,roman,,,,,,,,,
rskenvir2-262776,early medieval,,,,,,,,,,,,
sarahbat1-202938,early medieval,medieval,post medieval,roman,,,,,,,,,
scotiaar1-30564,early medieval,,,,,,,,,,,,
scotiaar1-64005,early medieval,late prehistoric,roman,,,,,,,,,,
scotiaar1-88125,early medieval,,,,,,,,,,,,
slrconsu1-183656,early medieval,,,,,,,,,,,,
souterra1-215419,early medieval,late mesolithic,,,,,,,,,,,
souterra1-248298,early medieval,medieval,,,,,,,,,,,
souterra1-262764,early medieval,medieval,,,,,,,,,,,
southwes1-162487,early medieval,late bronze age,,,,,,,,,,,
southwes1-216400,early medieval,,,,,,,,,,,,
southwes1-225329,early medieval,,,,,,,,,,,,
stanford1-210622,early medieval,post medieval,,,,,,,,,,,
stanford1-214048,early medieval,medieval,post medieval,,,,,,,,,,
stanford1-214050,early medieval,,,,,,,,,,,,
stanford1-214051,early medieval,post medieval,,,,,,,,,,,
statemen1-318031,early medieval,,,,,,,,,,,,
stewartb1-123767,early medieval,medieval,post medieval,,,,,,,,,,
stratasc1-249386,early medieval,late iron age,,,,,,,,,,,
stratasc1-30056,early medieval,,,,,,,,,,,,
suatltd1-53840,early medieval,,,,,,,,,,,,
suffolka1-236216,early medieval,roman,,,,,,,,,,,
suffolkc1-102666,early medieval,later prehistoric,medieval,post medieval,roman,,,,,,,,
suffolkc1-103666,early medieval,medieval,,,,,,,,,,,
suffolkc1-106639,early medieval,later prehistoric,medieval,post medieval,,,,,,,,,
suffolkc1-107895,early medieval,medieval,,,,,,,,,,,
suffolkc1-109899,early medieval,middle bronze age,middle iron age,roman,,,,,,,,,
suffolkc1-112785,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-115196,early medieval,iron age,post medieval,roman,,,,,,,,,
suffolkc1-119449,early medieval,late neolithic,medieval,post medieval,roman,,,,,,,,
suffolkc1-123669,early medieval,roman,,,,,,,,,,,
suffolkc1-123748,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-125077,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-130664,early medieval,medieval,,,,,,,,,,,
suffolkc1-13131,early medieval,medieval,roman,,,,,,,,,,
suffolkc1-132828,early medieval,,,,,,,,,,,,
suffolkc1-135014,early medieval,later prehistoric,medieval,post medieval,,,,,,,,,
suffolkc1-135030,early medieval,late iron age,later prehistoric,medieval,post medieval,,,,,,,,
suffolkc1-13554,early medieval,,,,,,,,,,,,
suffolkc1-154684,early medieval,iron age,late bronze age,roman,,,,,,,,,
suffolkc1-15638,early medieval,,,,,,,,,,,,
suffolkc1-17650,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-177157,early medieval,medieval,,,,,,,,,,,
suffolkc1-177271,early medieval,,,,,,,,,,,,
suffolkc1-185537,early medieval,medieval,roman,,,,,,,,,,
suffolkc1-188232,early medieval,post medieval,,,,,,,,,,,
suffolkc1-190343,early medieval,late bronze age,post medieval,,,,,,,,,,
suffolkc1-194141,early medieval,post medieval,roman,,,,,,,,,,
suffolkc1-198283,early medieval,medieval,middle iron age,roman,,,,,,,,,
suffolkc1-27227,early medieval,medieval,,,,,,,,,,,
suffolkc1-27531,early medieval,,,,,,,,,,,,
suffolkc1-2832,early medieval,,,,,,,,,,,,
suffolkc1-29529,early medieval,medieval,,,,,,,,,,,
suffolkc1-3168,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-33059,early medieval,,,,,,,,,,,,
suffolkc1-33260,early medieval,post medieval,,,,,,,,,,,
suffolkc1-33632,early medieval,post medieval,,,,,,,,,,,
suffolkc1-3514,early medieval,iron age,medieval,,,,,,,,,,
suffolkc1-35533,early medieval,later prehistoric,medieval,,,,,,,,,,
suffolkc1-39346,early medieval,iron age,later prehistoric,roman,,,,,,,,,
suffolkc1-4351,early medieval,,,,,,,,,,,,
suffolkc1-5588,early medieval,medieval,,,,,,,,,,,
suffolkc1-57078,early medieval,iron age,late bronze age,late iron age,roman,,,,,,,,
suffolkc1-60116,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-60826,early medieval,post medieval,,,,,,,,,,,
suffolkc1-62579,early medieval,medieval,,,,,,,,,,,
suffolkc1-63528,early medieval,,,,,,,,,,,,
suffolkc1-63884,early medieval,post medieval,,,,,,,,,,,
suffolkc1-64441,early medieval,medieval,,,,,,,,,,,
suffolkc1-66072,early medieval,roman,,,,,,,,,,,
suffolkc1-67468,early medieval,iron age,,,,,,,,,,,
suffolkc1-68940,early medieval,medieval,post medieval,roman,,,,,,,,,
suffolkc1-72225,early medieval,post medieval,,,,,,,,,,,
suffolkc1-7344,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-7367,early medieval,,,,,,,,,,,,
suffolkc1-77149,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-7749,early medieval,iron age,medieval,post medieval,roman,,,,,,,,
suffolkc1-78937,early medieval,medieval,post medieval,,,,,,,,,,
suffolkc1-83350,early medieval,late neolithic,roman,,,,,,,,,,
suffolkc1-84088,early medieval,,,,,,,,,,,,
suffolkc1-88424,early medieval,post medieval,,,,,,,,,,,
suffolkc1-9408,early medieval,medieval,post medieval,,,,,,,,,,
surreyco1-327090,early medieval,roman,,,,,,,,,,,
teesarch1-66365,early medieval,,,,,,,,,,,,
terraina1-177134,early medieval,medieval,,,,,,,,,,,
terraina1-29273,early medieval,medieval,post medieval,,,,,,,,,,
terraina1-38559,early medieval,,,,,,,,,,,,
thamesva1-193142,early medieval,,,,,,,,,,,,
thamesva1-270943,early medieval,roman,,,,,,,,,,,
thamesva1-28195,early medieval,later prehistoric,roman,,,,,,,,,,
thamesva1-307182,early medieval,,,,,,,,,,,,
thamesva1-316909,early medieval,neolithic,,,,,,,,,,,
thamesva1-63917,early medieval,,,,,,,,,,,,
thamesva1-76609,early medieval,roman,,,,,,,,,,,
thamesva1-77635,early medieval,,,,,,,,,,,,
thamesva1-81070,early medieval,,,,,,,,,,,,
thamesva1-87644,early medieval,roman,,,,,,,,,,,
thamesva1-95001,early medieval,late iron age,medieval,roman,,,,,,,,,
thejesso1-205394,early medieval,medieval,,,,,,,,,,,
trentpea1-159890,early medieval,medieval,,,,,,,,,,,
universi1-102503,early medieval,,,,,,,,,,,,
universi1-124952,early medieval,medieval,,,,,,,,,,,
universi1-124956,early medieval,medieval,,,,,,,,,,,
universi1-13921,early medieval,medieval,post medieval,,,,,,,,,,
universi1-14395,early medieval,later prehistoric,medieval,roman,,,,,,,,,
universi1-14918,early medieval,roman,,,,,,,,,,,
universi1-166194,early medieval,medieval,post medieval,roman,,,,,,,,,
universi1-195154,early medieval,,,,,,,,,,,,
universi1-195823,early medieval,,,,,,,,,,,,
universi1-199738,early medieval,medieval,post medieval,,,,,,,,,,
universi12-129709,early medieval,medieval,post medieval,,,,,,,,,,
universi1-242741,early medieval,roman,,,,,,,,,,,
universi1-284251,early medieval,medieval,roman,,,,,,,,,,
universi1-32175,early medieval,post medieval,,,,,,,,,,,
universi1-32423,early medieval,medieval,,,,,,,,,,,
universi1-32448,early medieval,,,,,,,,,,,,
universi1-32704,early medieval,late iron age,mesolithic,roman,,,,,,,,,
universi1-33027,early medieval,medieval,,,,,,,,,,,
universi1-33288,early medieval,medieval,post medieval,,,,,,,,,,
universi1-33893,early medieval,iron age,medieval,post medieval,roman,,,,,,,,
universi1-34992,early medieval,medieval,post medieval,,,,,,,,,,
universi1-35972,early medieval,medieval,post medieval,roman,,,,,,,,,
universi1-43134,early medieval,medieval,,,,,,,,,,,
universi1-4735,early medieval,medieval,roman,,,,,,,,,,
universi1-57709,early medieval,,,,,,,,,,,,
universi1-57736,early medieval,medieval,post medieval,,,,,,,,,,
universi1-57755,early medieval,medieval,,,,,,,,,,,
universi1-83556,early medieval,,,,,,,,,,,,
universi1-85757,early medieval,medieval,,,,,,,,,,,
universi1-87686,early medieval,late neolithic,palaeolithic,post medieval,,,,,,,,,
universi1-88118,early medieval,roman,,,,,,,,,,,
universi1-88555,early medieval,late iron age,roman,,,,,,,,,,
universi1-92224,early medieval,iron age,late bronze age,medieval,middle bronze age,roman,,,,,,,
wardella2-164885,early medieval,,,,,,,,,,,,
wardella2-206680,early medieval,post medieval,,,,,,,,,,,
wardella2-216627,early medieval,medieval,post medieval,,,,,,,,,,
wardella2-273223,early medieval,roman,,,,,,,,,,,
wessexar1-104086,early medieval,post medieval,,,,,,,,,,,
wessexar1-105136,early medieval,later prehistoric,,,,,,,,,,,
wessexar1-110217,early medieval,,,,,,,,,,,,
wessexar1-161017,early medieval,roman,,,,,,,,,,,
wessexar1-162742,early medieval,,,,,,,,,,,,
wessexar1-162858,early medieval,later prehistoric,,,,,,,,,,,
wessexar1-182207,early medieval,roman,,,,,,,,,,,
wessexar1-228996,early medieval,post medieval,,,,,,,,,,,
wessexar1-264554,early medieval,medieval,post medieval,roman,,,,,,,,,
wessexar1-304116,early medieval,iron age,medieval,neolithic,post medieval,roman,,,,,,,
wessexar1-40543,early medieval,,,,,,,,,,,,
wessexar1-70070,early medieval,later prehistoric,roman,,,,,,,,,,
wessexar1-77870,early medieval,late bronze age,,,,,,,,,,,
wessexar1-92058,early medieval,,,,,,,,,,,,
wessexar1-92410,early medieval,medieval,roman,,,,,,,,,,
wessexar1-97044,early medieval,,,,,,,,,,,,
withamar1-175956,early medieval,medieval,post medieval,roman,,,,,,,,,
yorkarch1-300463,early medieval,,,,,,,,,,,,
yorkarch1-4786,early medieval,medieval,post medieval,,,,,,,,,,
cfaarcha1-262790,early mesolithic,roman,,,,,,,,,,,
molas1-127702,early mesolithic,,,,,,,,,,,,
molas1-284845,early mesolithic,late mesolithic,,,,,,,,,,,
norfolka1-12171,early mesolithic,medieval,,,,,,,,,,,
preconst1-15484,early mesolithic,neolithic,,,,,,,,,,,
quaterna1-193393,early mesolithic,,,,,,,,,,,,
universi1-73319,early mesolithic,upper palaeolithic,,,,,,,,,,,
wessexar1-70466,early mesolithic,late bronze age,late iron age,medieval,middle bronze age,post medieval,roman,,,,,,
albionar1-118054,early neolithic,,,,,,,,,,,,
albionar1-74135,early neolithic,mesolithic,,,,,,,,,,,
aocarcha1-65856,early neolithic,post medieval,,,,,,,,,,,
archaeol1-45630,early neolithic,late mesolithic,later prehistoric,mesolithic,neolithic,post medieval,,,,,,,
archaeol20-79580,early neolithic,,,,,,,,,,,,
archaeol5-175369,early neolithic,,,,,,,,,,,,
archaeol5-237746,early neolithic,,,,,,,,,,,,
archaeol5-67426,early neolithic,post medieval,,,,,,,,,,,
archaeol6-221518,early neolithic,,,,,,,,,,,,
archaeol6-31420,early neolithic,,,,,,,,,,,,
archaeol6-75544,early neolithic,,,,,,,,,,,,
archaeol7-152286,early neolithic,,,,,,,,,,,,
archaeol7-196373,early neolithic,post medieval,roman,,,,,,,,,,
borderar1-262522,early neolithic,late mesolithic,post medieval,,,,,,,,,,
cambridg3-127464,early neolithic,post medieval,,,,,,,,,,,
cambridg3-169354,early neolithic,post medieval,roman,,,,,,,,,,
cambridg3-180612,early neolithic,,,,,,,,,,,,
cambridg3-74471,early neolithic,late mesolithic,,,,,,,,,,,
cambridg3-86132,early neolithic,late mesolithic,later prehistoric,medieval,post medieval,,,,,,,,
colchest3-103572,early neolithic,medieval,palaeolithic,post medieval,roman,,,,,,,,
colchest3-158607,early neolithic,,,,,,,,,,,,
contexto1-116243,early neolithic,,,,,,,,,,,,
cotswold2-228586,early neolithic,,,,,,,,,,,,
cotswold2-254153,early neolithic,,,,,,,,,,,,
cotswold2-282148,early neolithic,early prehistoric,post medieval,,,,,,,,,,
cotswold2-282222,early neolithic,later prehistoric,roman,,,,,,,,,,
cotswold2-316730,early neolithic,roman,,,,,,,,,,,
cotswold2-99354,early neolithic,,,,,,,,,,,,
exeterar1-61739,early neolithic,,,,,,,,,,,,
johnmoor1-38345,early neolithic,iron age,late iron age,medieval,post medieval,,,,,,,,
johnmoor1-95144,early neolithic,roman,,,,,,,,,,,
johnnewm1-104710,early neolithic,,,,,,,,,,,,
molanort1-181062,early neolithic,,,,,,,,,,,,
molanort1-201568,early neolithic,,,,,,,,,,,,
norfolka1-144741,early neolithic,iron age,later prehistoric,medieval,roman,,,,,,,,
norfolka1-23207,early neolithic,later prehistoric,post medieval,,,,,,,,,,
norfolka1-82759,early neolithic,medieval,,,,,,,,,,,
northamp3-157157,early neolithic,medieval,,,,,,,,,,,
oxfordar1-50606,early neolithic,late bronze age,late iron age,roman,,,,,,,,,
oxfordar3-303614,early neolithic,roman,,,,,,,,,,,
preconst1-175027,early neolithic,late iron age,late mesolithic,medieval,middle iron age,neolithic,roman,,,,,,
preconst1-208718,early neolithic,later prehistoric,medieval,,,,,,,,,,
preconst1-250931,early neolithic,later prehistoric,medieval,,,,,,,,,,
preconst1-258677,early neolithic,,,,,,,,,,,,
preconst1-9616,early neolithic,medieval,post medieval,,,,,,,,,,
