OASIS Ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12
acarchae2-257803,POST MEDIEVAL,,,,,,,,,,,
acarchae2-258042,POST MEDIEVAL,,,,,,,,,,,
acarchae2-258351,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
acarchae2-259304,no period,,,,,,,,,,,
acarchae2-259581,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
acarchae2-259694,IRON AGE,,,,,,,,,,,
acarchae2-260253,IRON AGE,,,,,,,,,,,
acarchae2-260607,POST MEDIEVAL,,,,,,,,,,,
acarchae2-261520,POST MEDIEVAL,,,,,,,,,,,
acarchae2-261732,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
acarchae2-261831,LATER PREHISTORIC,,,,,,,,,,,
acarchae2-262327,no period,,,,,,,,,,,
acarchae2-262453,MEDIEVAL,,,,,,,,,,,
acarchae2-262544,no period,,,,,,,,,,,
acarchae2-264782,POST MEDIEVAL,,,,,,,,,,,
acarchae2-266201,no period,,,,,,,,,,,
acarchae2-268072,MEDIEVAL,,,,,,,,,,,
acarchae2-269778,no period,,,,,,,,,,,
acarchae2-269856,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
acarchae2-272789,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
acarchae2-273213,POST MEDIEVAL,,,,,,,,,,,
acarchae2-273807,no period,,,,,,,,,,,
acarchae2-274293,no period,,,,,,,,,,,
acarchae2-274392,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
acarchae2-275508,no period,,,,,,,,,,,
acarchae2-277404,no period,,,,,,,,,,,
acarchae2-46363,POST MEDIEVAL,,,,,,,,,,,
acarchae2-52097,no period,,,,,,,,,,,
acarchae2-52671,no period,,,,,,,,,,,
acarchae2-54014,no period,,,,,,,,,,,
acarchae2-57618,no period,,,,,,,,,,,
acarchae2-60458,no period,,,,,,,,,,,
acarchae2-60539,no period,,,,,,,,,,,
acarchae2-62809,POST MEDIEVAL,,,,,,,,,,,
acarchae2-62834,no period,,,,,,,,,,,
acarchae2-63256,no period,,,,,,,,,,,
acarchae2-63503,UNCERTAIN,,,,,,,,,,,
acarchae2-63941,no period,,,,,,,,,,,
acarchae2-64022,EARLY IRON AGE,,,,,,,,,,,
acarchae2-64439,no period,,,,,,,,,,,
acarchae2-64530,POST MEDIEVAL,,,,,,,,,,,
acarchae2-64614,POST MEDIEVAL,,,,,,,,,,,
acarchae2-64867,no period,,,,,,,,,,,
acarchae2-64938,no period,,,,,,,,,,,
acarchae2-65219,no period,,,,,,,,,,,
acarchae2-65519,no period,,,,,,,,,,,
acarchae2-66152,POST MEDIEVAL,,,,,,,,,,,
acarchae2-66511,20TH CENTURY,,,,,,,,,,,
acarchae2-66923,no period,,,,,,,,,,,
acarchae2-67665,no period,,,,,,,,,,,
acarchae2-68737,POST MEDIEVAL,,,,,,,,,,,
acarchae2-69094,no period,,,,,,,,,,,
acarchae2-69418,no period,,,,,,,,,,,
acarchae2-70144,POST MEDIEVAL,,,,,,,,,,,
acarchae2-70346,no period,,,,,,,,,,,
acarchae2-70350,no period,,,,,,,,,,,
acarchae2-70741,no period,,,,,,,,,,,
acarchae2-71693,no period,,,,,,,,,,,
acarchae2-74164,UNCERTAIN,,,,,,,,,,,
acarchae2-74183,no period,,,,,,,,,,,
acarchae2-74714,no period,,,,,,,,,,,
acarchae2-75023,no period,,,,,,,,,,,
acarchae2-76119,no period,,,,,,,,,,,
acarchae2-77637,no period,,,,,,,,,,,
acarchae2-77776,UNCERTAIN,,,,,,,,,,,
acarchae2-77914,MIDDLE BRONZE AGE,,,,,,,,,,,
acarchae2-78254,no period,,,,,,,,,,,
acarchae2-79716,POST MEDIEVAL,,,,,,,,,,,
acarchae2-80237,no period,,,,,,,,,,,
acarchae2-80472,no period,,,,,,,,,,,
acarchae2-80749,EARLY PREHISTORIC,,,,,,,,,,,
acarchae2-80750,EARLY PREHISTORIC,,,,,,,,,,,
acarchae2-81251,no period,,,,,,,,,,,
acarchae2-82185,no period,,,,,,,,,,,
acarchae2-82481,no period,,,,,,,,,,,
acarchae2-82657,POST MEDIEVAL,,,,,,,,,,,
acarchae2-82830,no period,,,,,,,,,,,
acarchae2-83116,no period,,,,,,,,,,,
acarchae2-83503,no period,,,,,,,,,,,
acarchae2-84642,no period,,,,,,,,,,,
acarchae2-84698,no period,,,,,,,,,,,
acarchae2-84708,no period,,,,,,,,,,,
acarchae2-84874,no period,,,,,,,,,,,
acarchae2-84925,no period,,,,,,,,,,,
acarchae2-85168,BRONZE AGE,LATE NEOLITHIC,MEDIEVAL,,,,,,,,,
acarchae2-85856,IRON AGE,,,,,,,,,,,
acarchae2-89941,no period,,,,,,,,,,,
acarchae2-91095,POST MEDIEVAL,,,,,,,,,,,
acarchae2-91167,no period,,,,,,,,,,,
acarchae2-91553,no period,,,,,,,,,,,
acarchae2-91554,no period,,,,,,,,,,,
acarchae2-92026,POST MEDIEVAL,,,,,,,,,,,
acarchae2-92061,POST MEDIEVAL,,,,,,,,,,,
acarchae2-92115,no period,,,,,,,,,,,
acarchae2-92455,no period,,,,,,,,,,,
acarchae2-94050,no period,,,,,,,,,,,
acarchae2-96266,no period,,,,,,,,,,,
acarchae2-96803,no period,,,,,,,,,,,
acarchae2-96905,no period,,,,,,,,,,,
acarchae2-97304,no period,,,,,,,,,,,
acarchae2-97392,no period,,,,,,,,,,,
acarchae2-97627,no period,,,,,,,,,,,
acarchae2-98072,POST MEDIEVAL,,,,,,,,,,,
acarchae2-98152,no period,,,,,,,,,,,
acarchae2-98208,20TH CENTURY,LATER PREHISTORIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,
acarchae2-98335,no period,,,,,,,,,,,
acarchae2-98518,20TH CENTURY,,,,,,,,,,,
acarchae2-99040,ROMAN,,,,,,,,,,,
acarchae2-99527,no period,,,,,,,,,,,
acarchae2-99680,no period,,,,,,,,,,,
accessca1-158434,BRONZE AGE,EARLY MEDIEVAL,LATE IRON AGE,MEDIEVAL,MESOLITHIC,NEOLITHIC,POST MEDIEVAL,ROMAN,UNCERTAIN,,,
accessca1-158436,20TH CENTURY,BRONZE AGE,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,
accessca1-158447,20TH CENTURY,BRONZE AGE,MEDIEVAL,NEOLITHIC,POST MEDIEVAL,ROMAN,,,,,,
accessca1-158450,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,
accessca1-158480,20TH CENTURY,EARLY IRON AGE,EARLY MEDIEVAL,LATE BRONZE AGE,MEDIEVAL,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,
accessca1-158483,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
accessca1-193278,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
accessca1-193296,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
accessca1-193304,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
accessca1-193314,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
accessca1-193323,MEDIEVAL,UNCERTAIN,,,,,,,,,,
accessca1-196172,MEDIEVAL,,,,,,,,,,,
accessca1-196185,UNCERTAIN,,,,,,,,,,,
accessca1-199596,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
accessca1-243877,20TH CENTURY,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,
accessca1-243899,no period,,,,,,,,,,,
acearcha1-82472,20TH CENTURY,MEDIEVAL,,,,,,,,,,
adarchae1-154340,no period,,,,,,,,,,,
adarchae1-158713,ROMAN,,,,,,,,,,,
adarchae1-158718,ROMAN,,,,,,,,,,,
adarchae1-170275,MEDIEVAL,,,,,,,,,,,
adarchae1-178892,no period,,,,,,,,,,,
adarchae1-181357,MEDIEVAL,,,,,,,,,,,
adarchae1-185615,no period,,,,,,,,,,,
addymana1-102438,Medieval,,,,,,,,,,,
addymana1-102578,Medieval,,,,,,,,,,,
addymana1-105631,Post Medieval,,,,,,,,,,,
addymana1-106494,Post Medieval,,,,,,,,,,,
addymana1-113706,Medieval,,,,,,,,,,,
addymana1-113718,no period,,,,,,,,,,,
addymana1-114140,Post Medieval,,,,,,,,,,,
addymana1-121972,Post Medieval,,,,,,,,,,,
addymana1-122656,Medieval,,,,,,,,,,,
addymana1-123842,no period,,,,,,,,,,,
addymana1-128007,no period,,,,,,,,,,,
addymana1-131113,no period,,,,,,,,,,,
addymana1-135261,Medieval,,,,,,,,,,,
addymana1-136403,MEDIEVAL,,,,,,,,,,,
addymana1-137530,Post Medieval,,,,,,,,,,,
addymana1-139165,Post Medieval,,,,,,,,,,,
addymana1-140817,Post Medieval,,,,,,,,,,,
addymana1-148876,no period,,,,,,,,,,,
addymana1-149309,Post Medieval,,,,,,,,,,,
addymana1-153383,no period,,,,,,,,,,,
addymana1-156188,no period,,,,,,,,,,,
addymana1-156595,Medieval,,,,,,,,,,,
addymana1-159299,no period,,,,,,,,,,,
addymana1-173426,Post Medieval,,,,,,,,,,,
addymana1-173446,Post Medieval,,,,,,,,,,,
addymana1-180644,no period,,,,,,,,,,,
addymana1-180952,no period,,,,,,,,,,,
addymana1-187336,Post Medieval,,,,,,,,,,,
addymana1-190282,Post Medieval,,,,,,,,,,,
addymana1-196629,20th Century,,,,,,,,,,,
addymana1-203358,Post Medieval,,,,,,,,,,,
addymana1-210075,Post Medieval,,,,,,,,,,,
addymana1-210287,Post Medieval,,,,,,,,,,,
addymana1-211273,no period,,,,,,,,,,,
addymana1-221399,Medieval,,,,,,,,,,,
addymana1-224096,no period,,,,,,,,,,,
addymana1-225142,MEDIEVAL,,,,,,,,,,,
addymana1-230052,no period,,,,,,,,,,,
addymana1-246017,Post Medieval,,,,,,,,,,,
addymana1-253890,Post Medieval,,,,,,,,,,,
addymana1-262216,20th Century,,,,,,,,,,,
addymana1-74443,20TH CENTURY,,,,,,,,,,,
addymana1-93835,POST MEDIEVAL,,,,,,,,,,,
addymana1-93862,no period,,,,,,,,,,,
addymana1-93878,no period,,,,,,,,,,,
addymana1-94230,Neolithic,,,,,,,,,,,
addymana1-98299,Late Prehistoric,,,,,,,,,,,
addymana1-99981,Late Prehistoric,,,,,,,,,,,
aecernar1-114823,UNCERTAIN,,,,,,,,,,,
aeonarch1-158669,POST MEDIEVAL,,,,,,,,,,,
aeonarch1-162955,no period,,,,,,,,,,,
aeonarch1-164796,POST MEDIEVAL,,,,,,,,,,,
aeonarch1-165118,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
aeonarch1-165225,no period,,,,,,,,,,,
aeonarch1-165231,no period,,,,,,,,,,,
aeonarch1-166855,MEDIEVAL,,,,,,,,,,,
aeonarch1-168082,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
aeonarch1-171034,no period,,,,,,,,,,,
aeonarch1-186281,no period,,,,,,,,,,,
aeonarch1-186373,no period,,,,,,,,,,,
aeonarch1-195576,20TH CENTURY,,,,,,,,,,,
aeonarch1-195592,POST MEDIEVAL,ROMAN,,,,,,,,,,
aeonarch1-202454,POST MEDIEVAL,,,,,,,,,,,
aeonarch1-202464,no period,,,,,,,,,,,
aeonarch1-252333,no period,,,,,,,,,,,
aeonarch1-252334,no period,,,,,,,,,,,
aeonarch1-252337,no period,,,,,,,,,,,
aeonarch1-252338,MEDIEVAL,UNCERTAIN,,,,,,,,,,
aidanpra1-241814,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-100638,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-100648,EARLY MEDIEVAL,MEDIEVAL,ROMAN,,,,,,,,,
albionar1-100656,no period,,,,,,,,,,,
albionar1-101930,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-101931,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-102039,POST MEDIEVAL,ROMAN,,,,,,,,,,
albionar1-103521,UNCERTAIN,,,,,,,,,,,
albionar1-10407,IRON AGE,LATE BRONZE AGE,LATE NEOLITHIC,MIDDLE IRON AGE,ROMAN,UNCERTAIN,,,,,,
albionar1-104232,ROMAN,,,,,,,,,,,
albionar1-104269,no period,,,,,,,,,,,
albionar1-104381,20TH CENTURY,,,,,,,,,,,
albionar1-107250,UNCERTAIN,,,,,,,,,,,
albionar1-107399,None,,,,,,,,,,,
albionar1-107583,20TH CENTURY,,,,,,,,,,,
albionar1-107661,no period,,,,,,,,,,,
albionar1-107763,no period,,,,,,,,,,,
albionar1-109083,no period,,,,,,,,,,,
albionar1-109098,no period,,,,,,,,,,,
albionar1-109181,EARLY MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-109336,MEDIEVAL,ROMAN,,,,,,,,,,
albionar1-109600,UNCERTAIN,,,,,,,,,,,
albionar1-109634,20TH CENTURY,,,,,,,,,,,
albionar1-110638,MEDIEVAL,,,,,,,,,,,
albionar1-110828,POST MEDIEVAL,,,,,,,,,,,
albionar1-110829,no period,,,,,,,,,,,
albionar1-110831,LATE NEOLITHIC,UNCERTAIN,,,,,,,,,,
albionar1-111620,ROMAN,,,,,,,,,,,
albionar1-113188,MEDIEVAL,,,,,,,,,,,
albionar1-113190,LATE BRONZE AGE,,,,,,,,,,,
albionar1-113217,MEDIEVAL,ROMAN,,,,,,,,,,
albionar1-113691,LATE IRON AGE,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
albionar1-114041,POST MEDIEVAL,,,,,,,,,,,
albionar1-114705,no period,,,,,,,,,,,
albionar1-114764,20TH CENTURY,,,,,,,,,,,
albionar1-115728,UNCERTAIN,,,,,,,,,,,
albionar1-116024,20TH CENTURY,UNCERTAIN,,,,,,,,,,
albionar1-116879,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-117331,EARLY IRON AGE,ROMAN,,,,,,,,,,
albionar1-118054,EARLY NEOLITHIC,UNCERTAIN,,,,,,,,,,
albionar1-118615,IRON AGE,,,,,,,,,,,
albionar1-120593,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-120756,20TH CENTURY,EARLY IRON AGE,LATE IRON AGE,MIDDLE IRON AGE,ROMAN,UNCERTAIN,,,,,,
albionar1-120766,UNCERTAIN,,,,,,,,,,,
albionar1-120774,MEDIEVAL,,,,,,,,,,,
albionar1-120817,MEDIEVAL,,,,,,,,,,,
albionar1-120820,no period,,,,,,,,,,,
albionar1-121024,no period,,,,,,,,,,,
albionar1-122218,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-122228,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-122254,no period,,,,,,,,,,,
albionar1-123377,POST MEDIEVAL,,,,,,,,,,,
albionar1-125281,no period,,,,,,,,,,,
albionar1-12655,no period,,,,,,,,,,,
albionar1-126975,no period,,,,,,,,,,,
albionar1-12714,BRONZE AGE,,,,,,,,,,,
albionar1-127197,ROMAN,,,,,,,,,,,
albionar1-128013,POST MEDIEVAL,,,,,,,,,,,
albionar1-128306,MEDIEVAL,,,,,,,,,,,
albionar1-128876,no period,,,,,,,,,,,
albionar1-129602,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
albionar1-129603,no period,,,,,,,,,,,
albionar1-131265,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-131856,POST MEDIEVAL,,,,,,,,,,,
albionar1-131861,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-131863,MEDIEVAL,,,,,,,,,,,
albionar1-131872,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-131906,no period,,,,,,,,,,,
albionar1-131910,EARLY IRON AGE,,,,,,,,,,,
albionar1-131925,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-131930,UNCERTAIN,,,,,,,,,,,
albionar1-13309,UNCERTAIN,,,,,,,,,,,
albionar1-135007,no period,,,,,,,,,,,
albionar1-135021,no period,,,,,,,,,,,
albionar1-135023,no period,,,,,,,,,,,
albionar1-135048,MEDIEVAL,,,,,,,,,,,
albionar1-135054,POST MEDIEVAL,,,,,,,,,,,
albionar1-135590,POST MEDIEVAL,,,,,,,,,,,
albionar1-135594,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-135687,UNCERTAIN,,,,,,,,,,,
albionar1-138170,no period,,,,,,,,,,,
albionar1-139858,no period,,,,,,,,,,,
albionar1-139910,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-14054,no period,,,,,,,,,,,
albionar1-14063,no period,,,,,,,,,,,
albionar1-14079,no period,,,,,,,,,,,
albionar1-141448,MEDIEVAL,,,,,,,,,,,
albionar1-141588,20TH CENTURY,,,,,,,,,,,
albionar1-141591,20TH CENTURY,,,,,,,,,,,
albionar1-14198,UNCERTAIN,,,,,,,,,,,
albionar1-142025,no period,,,,,,,,,,,
albionar1-142834,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-143673,ROMAN,,,,,,,,,,,
albionar1-143855,no period,,,,,,,,,,,
albionar1-143856,EARLY BRONZE AGE,IRON AGE,,,,,,,,,,
albionar1-14438,no period,,,,,,,,,,,
albionar1-144487,EARLY MEDIEVAL,MEDIEVAL,UNCERTAIN,,,,,,,,,
albionar1-144738,no period,,,,,,,,,,,
albionar1-144750,no period,,,,,,,,,,,
albionar1-145863,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-145869,POST MEDIEVAL,,,,,,,,,,,
albionar1-146124,20TH CENTURY,,,,,,,,,,,
albionar1-146628,no period,,,,,,,,,,,
albionar1-149729,no period,,,,,,,,,,,
albionar1-15001,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,
albionar1-150058,POST MEDIEVAL,,,,,,,,,,,
albionar1-15007,20TH CENTURY,,,,,,,,,,,
albionar1-150718,EARLY MEDIEVAL,MEDIEVAL,,,,,,,,,,
albionar1-150806,20TH CENTURY,IRON AGE,MEDIEVAL,UNCERTAIN,,,,,,,,
albionar1-150905,POST MEDIEVAL,,,,,,,,,,,
albionar1-151094,20TH CENTURY,ROMAN,,,,,,,,,,
albionar1-15112,MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-15114,EARLY IRON AGE,,,,,,,,,,,
albionar1-151654,no period,,,,,,,,,,,
albionar1-151769,POST MEDIEVAL,,,,,,,,,,,
albionar1-15191,MEDIEVAL,MIDDLE IRON AGE,POST MEDIEVAL,,,,,,,,,
albionar1-15196,IRON AGE,,,,,,,,,,,
albionar1-15197,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
albionar1-151979,POST MEDIEVAL,,,,,,,,,,,
albionar1-151980,LATE IRON AGE,UNCERTAIN,,,,,,,,,,
albionar1-15199,ROMAN,UNCERTAIN,,,,,,,,,,
albionar1-15203,MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-152584,UNCERTAIN,,,,,,,,,,,
albionar1-15276,BRONZE AGE,IRON AGE,NEOLITHIC,,,,,,,,,
albionar1-153533,no period,,,,,,,,,,,
albionar1-153651,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-15366,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-15368,MEDIEVAL,ROMAN,,,,,,,,,,
albionar1-153929,MEDIEVAL,,,,,,,,,,,
albionar1-154091,no period,,,,,,,,,,,
albionar1-154100,EARLY MEDIEVAL,,,,,,,,,,,
albionar1-154364,20TH CENTURY,EARLY MEDIEVAL,IRON AGE,ROMAN,,,,,,,,
albionar1-15498,IRON AGE,,,,,,,,,,,
albionar1-15531,IRON AGE,LATE MESOLITHIC,MESOLITHIC,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,
albionar1-15535,no period,,,,,,,,,,,
albionar1-15719,no period,,,,,,,,,,,
albionar1-157362,no period,,,,,,,,,,,
albionar1-157389,LATER PREHISTORIC,,,,,,,,,,,
albionar1-157390,ROMAN,UNCERTAIN,,,,,,,,,,
albionar1-157395,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-157397,no period,,,,,,,,,,,
albionar1-158164,no period,,,,,,,,,,,
albionar1-159566,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-159939,20TH CENTURY,,,,,,,,,,,
albionar1-160871,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-161046,no period,,,,,,,,,,,
albionar1-161071,ROMAN,,,,,,,,,,,
albionar1-161816,20TH CENTURY,EARLY MEDIEVAL,,,,,,,,,,
albionar1-163148,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-16318,no period,,,,,,,,,,,
albionar1-16323,LATE BRONZE AGE,,,,,,,,,,,
albionar1-16326,IRON AGE,LATE BRONZE AGE,,,,,,,,,,
albionar1-16327,no period,,,,,,,,,,,
albionar1-16330,no period,,,,,,,,,,,
albionar1-16331,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-163630,no period,,,,,,,,,,,
albionar1-16377,no period,,,,,,,,,,,
albionar1-16445,POST MEDIEVAL,,,,,,,,,,,
albionar1-165694,POST MEDIEVAL,,,,,,,,,,,
albionar1-165706,POST MEDIEVAL,,,,,,,,,,,
albionar1-165709,POST MEDIEVAL,,,,,,,,,,,
albionar1-165710,POST MEDIEVAL,,,,,,,,,,,
albionar1-16597,no period,,,,,,,,,,,
albionar1-16598,POST MEDIEVAL,,,,,,,,,,,
albionar1-166003,no period,,,,,,,,,,,
albionar1-166368,no period,,,,,,,,,,,
albionar1-166715,POST MEDIEVAL,,,,,,,,,,,
albionar1-166835,POST MEDIEVAL,,,,,,,,,,,
albionar1-166838,no period,,,,,,,,,,,
albionar1-167242,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-168621,20TH CENTURY,,,,,,,,,,,
albionar1-16868,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-16875,POST MEDIEVAL,,,,,,,,,,,
albionar1-16937,POST MEDIEVAL,,,,,,,,,,,
albionar1-16970,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
albionar1-170565,no period,,,,,,,,,,,
albionar1-17059,UNCERTAIN,,,,,,,,,,,
albionar1-170607,20TH CENTURY,EARLY MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
albionar1-17078,UNCERTAIN,,,,,,,,,,,
albionar1-170792,IRON AGE,,,,,,,,,,,
albionar1-171688,no period,,,,,,,,,,,
albionar1-172587,no period,,,,,,,,,,,
albionar1-173612,POST MEDIEVAL,,,,,,,,,,,
albionar1-17367,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-174847,POST MEDIEVAL,ROMAN,,,,,,,,,,
albionar1-17513,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-175692,20TH CENTURY,UNCERTAIN,,,,,,,,,,
albionar1-175814,UNCERTAIN,,,,,,,,,,,
albionar1-175887,POST MEDIEVAL,,,,,,,,,,,
albionar1-176124,EARLY MEDIEVAL,MIDDLE IRON AGE,,,,,,,,,,
albionar1-176723,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-17678,MEDIEVAL,,,,,,,,,,,
albionar1-17679,EARLY BRONZE AGE,LATE IRON AGE,LATE NEOLITHIC,MEDIEVAL,ROMAN,,,,,,,
albionar1-177354,EARLY MEDIEVAL,,,,,,,,,,,
albionar1-177720,POST MEDIEVAL,,,,,,,,,,,
albionar1-179684,20TH CENTURY,MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,
albionar1-180476,20TH CENTURY,,,,,,,,,,,
albionar1-181158,no period,,,,,,,,,,,
albionar1-18132,20TH CENTURY,UNCERTAIN,,,,,,,,,,
albionar1-18139,20TH CENTURY,,,,,,,,,,,
albionar1-181572,no period,,,,,,,,,,,
albionar1-18222,MEDIEVAL,,,,,,,,,,,
albionar1-188917,UNCERTAIN,,,,,,,,,,,
albionar1-189455,20TH CENTURY,BRONZE AGE,POST MEDIEVAL,ROMAN,,,,,,,,
albionar1-18957,MEDIEVAL,,,,,,,,,,,
albionar1-18965,BRONZE AGE,EARLY BRONZE AGE,EARLY IRON AGE,EARLY MEDIEVAL,IRON AGE,LATE NEOLITHIC,ROMAN,,,,,
albionar1-18976,BRONZE AGE,IRON AGE,MEDIEVAL,MESOLITHIC,MIDDLE IRON AGE,POST MEDIEVAL,ROMAN,,,,,
albionar1-19042,MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-190819,no period,,,,,,,,,,,
albionar1-19189,20TH CENTURY,MEDIEVAL,,,,,,,,,,
albionar1-192114,UNCERTAIN,,,,,,,,,,,
albionar1-192123,no period,,,,,,,,,,,
albionar1-19270,20TH CENTURY,MEDIEVAL,,,,,,,,,,
albionar1-192870,20TH CENTURY,,,,,,,,,,,
albionar1-193654,no period,,,,,,,,,,,
albionar1-19424,20TH CENTURY,ROMAN,,,,,,,,,,
albionar1-194247,IRON AGE,POST MEDIEVAL,,,,,,,,,,
albionar1-19507,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-195642,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
albionar1-197967,EARLY MEDIEVAL,,,,,,,,,,,
albionar1-198506,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-200981,POST MEDIEVAL,,,,,,,,,,,
albionar1-201582,POST MEDIEVAL,,,,,,,,,,,
albionar1-202522,no period,,,,,,,,,,,
albionar1-202620,POST MEDIEVAL,,,,,,,,,,,
albionar1-208209,EARLY MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,,
albionar1-209444,20TH CENTURY,EARLY MEDIEVAL,,,,,,,,,,
albionar1-210391,POST MEDIEVAL,,,,,,,,,,,
albionar1-21108,no period,,,,,,,,,,,
albionar1-211345,POST MEDIEVAL,,,,,,,,,,,
albionar1-21346,POST MEDIEVAL,,,,,,,,,,,
albionar1-214236,no period,,,,,,,,,,,
albionar1-216868,no period,,,,,,,,,,,
albionar1-217047,MEDIEVAL,,,,,,,,,,,
albionar1-22748,MEDIEVAL,,,,,,,,,,,
albionar1-231015,POST MEDIEVAL,,,,,,,,,,,
albionar1-23307,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
albionar1-23333,EARLY MEDIEVAL,MEDIEVAL,,,,,,,,,,
albionar1-23340,POST MEDIEVAL,,,,,,,,,,,
albionar1-23345,no period,,,,,,,,,,,
albionar1-23351,POST MEDIEVAL,,,,,,,,,,,
albionar1-23357,LATER PREHISTORIC,UNCERTAIN,,,,,,,,,,
albionar1-253178,UNCERTAIN,,,,,,,,,,,
albionar1-27221,UNCERTAIN,,,,,,,,,,,
albionar1-27268,EARLY MEDIEVAL,MEDIEVAL,MIDDLE IRON AGE,POST MEDIEVAL,,,,,,,,
albionar1-27417,ROMAN,,,,,,,,,,,
albionar1-27427,no period,,,,,,,,,,,
albionar1-27430,no period,,,,,,,,,,,
albionar1-274529,no period,,,,,,,,,,,
albionar1-27507,no period,,,,,,,,,,,
albionar1-27508,ROMAN,,,,,,,,,,,
albionar1-27509,IRON AGE,LATE BRONZE AGE,MIDDLE IRON AGE,,,,,,,,,
albionar1-27511,no period,,,,,,,,,,,
albionar1-27517,UNCERTAIN,,,,,,,,,,,
albionar1-27521,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
albionar1-27528,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
albionar1-27532,POST MEDIEVAL,,,,,,,,,,,
albionar1-27538,POST MEDIEVAL,,,,,,,,,,,
albionar1-27813,POST MEDIEVAL,,,,,,,,,,,
